"","entry","floor","building","house","cert","neighborhood"
"1782","B","1","Not Main","Mather","Green","East"
"1783","B","3","Not Main","Currier","Green","Quad"
"1784","A","1","Main","Mather","Silver","East"
"1785","B","1","Not Main","Eliot","Green","West"
"1786","E","1","Not Main","Adams","Green","Central"
"1787","E","1","Not Main","Leverett","Green","East"
"1788","D","3","Not Main","Leverett","Green","East"
"1789","A","1","Main","Leverett","Green","East"
"1790","E","2","Not Main","Cabot","Silver","Quad"
"1791","D","3","Main","Quincy","Silver","Central"
"1792","A","1","Main","Mather","Green","East"
"1793","D","3","Main","Winthrop","Green","West"
"1794","A","1","Main","Cabot","Silver","Quad"
"1795","C","3","Not Main","Winthrop","Silver","West"
"1796","D","1","Not Main","Kirkland","Green","West"
"1797","D","2","Main","Quincy","Gold","Central"
"1798","E","2","Main","Kirkland","Silver","West"
"1799","A","1","Not Main","Currier","Silver","Quad"
"1800","E","2","Main","Adams","Green","Central"
"1801","C","1","Not Main","Cabot","Green","Quad"
"1802","A","2","Not Main","Lowell","Green","Central"
"1803","D","2","Main","Adams","Green","Central"
"1804","E","1","Main","Quincy","Silver","Central"
"1805","B","1","Main","Leverett","Silver","East"
"1806","A","2","Main","Leverett","Silver","East"
"1807","C","2","Not Main","Kirkland","Green","West"
"1808","B","3","Not Main","Pfoho","Green","Quad"
"1809","D","1","Not Main","Cabot","Silver","Quad"
"1810","E","3","Main","Mather","Green","East"
"1811","A","2","Not Main","Adams","Silver","Central"
"1812","C","1","Not Main","Currier","Silver","Quad"
"1813","D","2","Not Main","Pfoho","Gold","Quad"
"1814","D","3","Main","Kirkland","Silver","West"
"1815","A","2","Main","Eliot","Gold","West"
"1816","A","3","Not Main","Currier","Gold","Quad"
"1817","E","2","Not Main","Dunster","Green","East"
"1818","E","2","Main","Winthrop","Silver","West"
"1819","E","1","Not Main","Winthrop","Silver","West"
"1820","C","1","Not Main","Quincy","Gold","Central"
"1821","B","3","Not Main","Cabot","Green","Quad"
"1822","C","3","Main","Kirkland","Silver","West"
"1823","B","3","Main","Dunster","Gold","East"
"1824","C","2","Main","Cabot","Gold","Quad"
"1825","A","2","Main","Pfoho","Gold","Quad"
"1826","E","3","Not Main","Winthrop","Green","West"
"1827","A","3","Main","Adams","Green","Central"
"1828","D","2","Main","Pfoho","Silver","Quad"
"1829","A","1","Not Main","Leverett","Gold","East"
"1830","B","3","Not Main","Quincy","Green","Central"
"1831","E","3","Main","Lowell","Green","Central"
"1832","D","2","Main","Kirkland","Silver","West"
"1833","D","3","Main","Quincy","Green","Central"
"1834","C","3","Not Main","Leverett","Gold","East"
"1835","A","2","Not Main","Eliot","Silver","West"
"1836","B","2","Main","Mather","Gold","East"
"1837","B","1","Main","Dunster","Silver","East"
"1838","A","3","Main","Cabot","Green","Quad"
"1839","A","3","Not Main","Leverett","Green","East"
"1840","B","2","Not Main","Quincy","Green","Central"
"1841","B","2","Main","Dunster","Silver","East"
"1842","A","1","Main","Winthrop","Silver","West"
"1843","D","2","Not Main","Dunster","Green","East"
"1844","D","2","Main","Pfoho","Gold","Quad"
"1845","C","1","Not Main","Pfoho","Green","Quad"
"1846","C","2","Not Main","Lowell","Silver","Central"
"1847","C","2","Not Main","Winthrop","Gold","West"
"1848","E","3","Main","Adams","Green","Central"
"1849","E","2","Not Main","Winthrop","Silver","West"
"1850","A","3","Not Main","Leverett","Green","East"
"1851","B","3","Main","Quincy","Silver","Central"
"1852","D","1","Not Main","Currier","Green","Quad"
"1853","E","2","Not Main","Currier","Green","Quad"
"1854","B","1","Main","Adams","Silver","Central"
"1855","E","1","Not Main","Dunster","Green","East"
"1856","E","1","Not Main","Adams","Green","Central"
"1857","B","1","Not Main","Mather","Green","East"
"1858","D","1","Not Main","Cabot","Silver","Quad"
"1859","C","3","Not Main","Winthrop","Green","West"
"1860","B","1","Main","Mather","Green","East"
"1861","C","3","Main","Adams","Green","Central"
"1862","B","1","Main","Currier","Gold","Quad"
"1863","E","2","Not Main","Dunster","Gold","East"
"1864","A","2","Main","Cabot","Green","Quad"
"1865","D","2","Not Main","Dunster","Green","East"
"1866","D","3","Main","Mather","Silver","East"
"1867","D","2","Not Main","Leverett","Silver","East"
"1868","A","1","Not Main","Eliot","Gold","West"
"1869","D","2","Main","Winthrop","Green","West"
"1870","B","2","Not Main","Cabot","Green","Quad"
"1871","A","1","Not Main","Dunster","Gold","East"
"1872","D","2","Not Main","Dunster","Green","East"
"1873","D","1","Main","Pfoho","Gold","Quad"
"1874","C","2","Not Main","Mather","Green","East"
"1875","E","2","Not Main","Quincy","Silver","Central"
"1876","E","1","Main","Dunster","Green","East"
"1877","D","1","Main","Winthrop","Silver","West"
"1878","C","3","Main","Winthrop","Green","West"
"1879","A","2","Not Main","Cabot","Green","Quad"
"1880","C","3","Main","Dunster","Green","East"
"1881","B","3","Not Main","Quincy","Silver","Central"
"1882","E","3","Main","Dunster","Silver","East"
"1883","C","1","Main","Cabot","Silver","Quad"
"1884","A","2","Main","Cabot","Gold","Quad"
"1885","C","3","Not Main","Mather","Green","East"
"1886","E","3","Main","Leverett","Green","East"
"1887","E","2","Not Main","Winthrop","Silver","West"
"1888","B","2","Main","Currier","Silver","Quad"
"1889","B","1","Not Main","Quincy","Gold","Central"
"1890","C","3","Main","Eliot","Silver","West"
"1891","C","2","Not Main","Mather","Green","East"
"1892","C","1","Not Main","Lowell","Gold","Central"
"1893","A","2","Not Main","Currier","Silver","Quad"
"1894","A","1","Not Main","Currier","Gold","Quad"
"1895","A","2","Main","Winthrop","Green","West"
"1896","B","1","Main","Mather","Gold","East"
"1897","E","3","Main","Cabot","Silver","Quad"
"1898","A","3","Main","Pfoho","Green","Quad"
"1899","E","2","Not Main","Cabot","Green","Quad"
"1900","D","2","Main","Winthrop","Green","West"
"1901","D","3","Main","Leverett","Silver","East"
"1902","A","3","Main","Leverett","Green","East"
"1903","B","3","Not Main","Dunster","Gold","East"
"1904","D","2","Not Main","Winthrop","Gold","West"
"1905","D","2","Main","Mather","Silver","East"
"1906","A","2","Main","Currier","Silver","Quad"
"1907","E","2","Main","Leverett","Green","East"
"1908","B","2","Not Main","Winthrop","Green","West"
"1909","C","3","Not Main","Dunster","Green","East"
"1910","C","1","Not Main","Cabot","Green","Quad"
"1911","A","2","Not Main","Quincy","Silver","Central"
"1912","D","2","Not Main","Winthrop","Green","West"
"1913","D","3","Not Main","Cabot","Silver","Quad"
"1914","D","3","Not Main","Kirkland","Gold","West"
"1915","C","3","Not Main","Leverett","Green","East"
"1916","A","1","Main","Mather","Gold","East"
"1917","E","2","Main","Mather","Silver","East"
"1918","A","3","Main","Leverett","Green","East"
"1919","C","2","Main","Quincy","Silver","Central"
"1920","C","3","Main","Leverett","Silver","East"
"1921","C","3","Main","Pfoho","Green","Quad"
"1922","C","2","Main","Eliot","Green","West"
"1923","D","2","Main","Kirkland","Green","West"
"1924","A","2","Not Main","Currier","Green","Quad"
"1925","A","1","Not Main","Kirkland","Green","West"
"1926","E","1","Not Main","Mather","Gold","East"
"1927","B","3","Main","Winthrop","Gold","West"
"1928","C","2","Main","Mather","Green","East"
"1929","C","3","Main","Eliot","Silver","West"
"1930","C","2","Main","Winthrop","Green","West"
"1931","E","1","Main","Quincy","Green","Central"
"1932","C","2","Not Main","Pfoho","Green","Quad"
"1933","E","1","Main","Quincy","Gold","Central"
"1934","D","2","Main","Dunster","Silver","East"
"1935","A","2","Not Main","Kirkland","Green","West"
"1936","E","1","Main","Kirkland","Silver","West"
"1937","B","3","Not Main","Winthrop","Green","West"
"1938","D","1","Not Main","Leverett","Silver","East"
"1939","A","3","Main","Lowell","Silver","Central"
"1940","E","1","Not Main","Leverett","Green","East"
"1941","C","2","Main","Adams","Green","Central"
"1942","B","1","Not Main","Cabot","Gold","Quad"
"1943","E","2","Main","Cabot","Silver","Quad"
"1944","B","3","Main","Kirkland","Silver","West"
"1945","C","1","Not Main","Eliot","Silver","West"
"1946","C","2","Main","Kirkland","Green","West"
"1947","E","3","Not Main","Dunster","Gold","East"
"1948","D","1","Not Main","Leverett","Silver","East"
"1949","A","2","Not Main","Dunster","Green","East"
"1950","D","1","Not Main","Currier","Gold","Quad"
"1951","E","1","Main","Leverett","Silver","East"
"1952","D","3","Not Main","Leverett","Green","East"
"1953","D","1","Main","Currier","Green","Quad"
"1954","A","2","Not Main","Quincy","Green","Central"
"1955","D","1","Not Main","Quincy","Silver","Central"
"1956","A","2","Not Main","Eliot","Gold","West"
"1957","B","1","Not Main","Currier","Gold","Quad"
"1958","B","3","Not Main","Dunster","Green","East"
"1959","C","3","Not Main","Lowell","Silver","Central"
"1960","A","3","Main","Eliot","Green","West"
"1961","C","3","Not Main","Pfoho","Green","Quad"
"1962","E","1","Not Main","Quincy","Green","Central"
"1963","A","2","Main","Mather","Green","East"
"1964","A","3","Main","Kirkland","Green","West"
"1965","C","1","Not Main","Pfoho","Green","Quad"
"1966","A","2","Main","Eliot","Silver","West"
"1967","B","1","Main","Cabot","Green","Quad"
"1968","E","3","Not Main","Quincy","Green","Central"
"1969","E","2","Not Main","Lowell","Green","Central"
"1970","A","2","Main","Eliot","Gold","West"
"1971","A","1","Not Main","Kirkland","Gold","West"
"1972","C","3","Main","Pfoho","Green","Quad"
"1973","E","3","Main","Kirkland","Green","West"
"1974","B","2","Main","Adams","Green","Central"
"1975","C","3","Not Main","Leverett","Green","East"
"1976","D","3","Not Main","Mather","Gold","East"
"1977","D","2","Main","Winthrop","Green","West"
"1978","B","2","Not Main","Mather","Green","East"
"1979","C","1","Not Main","Cabot","Green","Quad"
"1980","E","1","Main","Cabot","Green","Quad"
"1981","E","2","Not Main","Quincy","Silver","Central"
"1982","E","3","Not Main","Dunster","Silver","East"
"1983","A","2","Not Main","Winthrop","Green","West"
"1984","E","1","Main","Kirkland","Silver","West"
"1985","E","2","Main","Quincy","Gold","Central"
"1986","E","1","Main","Kirkland","Green","West"
"1987","C","2","Main","Mather","Green","East"
"1988","C","1","Main","Mather","Gold","East"
"1989","C","2","Main","Adams","Gold","Central"
"1990","E","1","Not Main","Winthrop","Silver","West"
"1991","D","1","Not Main","Cabot","Green","Quad"
"1992","C","1","Main","Kirkland","Gold","West"
"1993","B","2","Not Main","Quincy","Green","Central"
"1994","C","2","Main","Lowell","Silver","Central"
"1995","E","1","Main","Quincy","Green","Central"
"1996","B","1","Main","Winthrop","Silver","West"
"1997","E","1","Main","Kirkland","Gold","West"
"1998","A","2","Main","Winthrop","Green","West"
"1999","D","1","Main","Eliot","Green","West"
"2000","C","3","Main","Cabot","Silver","Quad"
"2001","D","1","Main","Quincy","Green","Central"
"2002","E","1","Not Main","Dunster","Silver","East"
"2003","D","1","Not Main","Cabot","Gold","Quad"
"2004","C","2","Main","Leverett","Green","East"
"2005","E","1","Main","Currier","Silver","Quad"
"2006","E","1","Not Main","Kirkland","Silver","West"
"2007","C","2","Main","Lowell","Gold","Central"
"2008","E","3","Main","Dunster","Green","East"
"2009","C","3","Main","Quincy","Green","Central"
"2010","A","3","Main","Currier","Silver","Quad"
"2011","E","2","Main","Currier","Green","Quad"
"2012","E","3","Main","Mather","Green","East"
"2013","E","3","Not Main","Eliot","Green","West"
"2014","B","1","Main","Winthrop","Silver","West"
"2015","C","2","Not Main","Eliot","Silver","West"
"2016","E","1","Main","Eliot","Green","West"
"2017","A","3","Main","Winthrop","Gold","West"
"2018","D","2","Main","Kirkland","Silver","West"
"2019","A","2","Not Main","Pfoho","Silver","Quad"
"2020","D","2","Main","Dunster","Green","East"
"2021","E","1","Main","Mather","Green","East"
"2022","D","2","Main","Leverett","Green","East"
"2023","B","3","Main","Mather","Green","East"
"2024","A","2","Not Main","Dunster","Silver","East"
"2025","A","1","Not Main","Currier","Green","Quad"
"2026","D","1","Not Main","Adams","Silver","Central"
"2027","B","1","Not Main","Winthrop","Gold","West"
"2028","D","3","Main","Mather","Silver","East"
"2029","A","3","Not Main","Winthrop","Green","West"
"2030","E","2","Main","Leverett","Silver","East"
"2031","E","2","Not Main","Quincy","Green","Central"
"2032","A","1","Not Main","Kirkland","Silver","West"
"2033","A","1","Main","Winthrop","Green","West"
"2034","A","3","Not Main","Cabot","Green","Quad"
"2035","C","2","Not Main","Winthrop","Silver","West"
"2036","C","1","Not Main","Pfoho","Green","Quad"
"2037","E","2","Main","Quincy","Gold","Central"
"2038","D","1","Not Main","Mather","Green","East"
"2039","E","3","Not Main","Eliot","Gold","West"
"2040","D","3","Main","Cabot","Green","Quad"
"2041","A","1","Main","Winthrop","Green","West"
"2042","E","2","Main","Quincy","Green","Central"
"2043","E","3","Not Main","Pfoho","Silver","Quad"
"2044","D","2","Main","Currier","Silver","Quad"
"2045","D","3","Main","Leverett","Silver","East"
"2046","D","2","Not Main","Dunster","Silver","East"
"2047","E","1","Not Main","Mather","Green","East"
"2048","B","2","Not Main","Currier","Silver","Quad"
"2049","B","3","Main","Mather","Green","East"
"2050","E","2","Not Main","Eliot","Green","West"
"2051","A","3","Main","Currier","Silver","Quad"
"2052","C","3","Not Main","Leverett","Gold","East"
"2053","C","3","Not Main","Leverett","Gold","East"
"2054","D","3","Not Main","Dunster","Green","East"
"2055","D","1","Not Main","Kirkland","Green","West"
"2056","B","3","Not Main","Dunster","Green","East"
"2057","A","3","Main","Pfoho","Green","Quad"
"2058","B","1","Not Main","Lowell","Silver","Central"
"2059","D","3","Main","Lowell","Silver","Central"
"2060","A","3","Not Main","Eliot","Green","West"
"2061","B","1","Not Main","Kirkland","Silver","West"
"2062","C","2","Main","Kirkland","Gold","West"
"2063","B","1","Main","Pfoho","Gold","Quad"
"2064","C","1","Not Main","Winthrop","Green","West"
"2065","A","3","Main","Dunster","Gold","East"
"2066","B","2","Main","Leverett","Green","East"
"2067","A","2","Main","Leverett","Gold","East"
"2068","D","2","Not Main","Winthrop","Silver","West"
"2069","B","1","Not Main","Dunster","Gold","East"
"2070","A","1","Not Main","Kirkland","Silver","West"
"2071","D","3","Not Main","Lowell","Silver","Central"
"2072","B","3","Main","Dunster","Gold","East"
"2073","A","1","Main","Eliot","Silver","West"
"2074","D","3","Not Main","Cabot","Silver","Quad"
"2075","D","2","Main","Eliot","Silver","West"
"2076","D","2","Main","Leverett","Green","East"
"2077","D","1","Main","Currier","Silver","Quad"
"2078","A","1","Not Main","Eliot","Silver","West"
"2079","B","3","Main","Quincy","Silver","Central"
"2080","E","2","Not Main","Pfoho","Green","Quad"
"2081","D","2","Not Main","Dunster","Green","East"
"2082","D","3","Not Main","Adams","Silver","Central"
"2083","D","1","Not Main","Winthrop","Green","West"
"2084","A","1","Not Main","Eliot","Silver","West"
"2085","C","1","Main","Kirkland","Gold","West"
"2086","A","2","Not Main","Quincy","Gold","Central"
"2087","B","2","Main","Eliot","Green","West"
"2088","D","1","Main","Quincy","Silver","Central"
"2089","C","3","Main","Dunster","Silver","East"
"2090","A","3","Main","Adams","Silver","Central"
"2091","E","1","Not Main","Adams","Silver","Central"
"2092","B","2","Not Main","Dunster","Green","East"
"2093","C","1","Main","Pfoho","Green","Quad"
"2094","A","1","Main","Currier","Green","Quad"
"2095","B","2","Main","Mather","Silver","East"
"2096","A","2","Not Main","Leverett","Gold","East"
"2097","B","2","Not Main","Winthrop","Silver","West"
"2098","A","3","Not Main","Leverett","Gold","East"
"2099","A","3","Not Main","Winthrop","Green","West"
"2100","E","1","Main","Quincy","Green","Central"
"2101","E","1","Main","Eliot","Silver","West"
"2102","A","2","Main","Lowell","Silver","Central"
"2103","C","3","Not Main","Cabot","Silver","Quad"
"2104","D","2","Not Main","Winthrop","Green","West"
"2105","D","3","Main","Mather","Silver","East"
"2106","B","2","Main","Pfoho","Gold","Quad"
"2107","C","2","Not Main","Winthrop","Silver","West"
"2108","C","1","Not Main","Winthrop","Gold","West"
"2109","C","1","Not Main","Winthrop","Silver","West"
"2110","E","3","Not Main","Dunster","Silver","East"
"2111","E","1","Not Main","Dunster","Green","East"
"2112","E","2","Main","Leverett","Gold","East"
"2113","E","3","Main","Leverett","Gold","East"
"2114","E","3","Not Main","Quincy","Gold","Central"
"2115","B","1","Main","Kirkland","Green","West"
"2116","E","3","Main","Leverett","Gold","East"
"2117","A","3","Main","Adams","Gold","Central"
"2118","B","1","Not Main","Adams","Silver","Central"
"2119","A","1","Main","Cabot","Green","Quad"
"2120","C","2","Main","Dunster","Green","East"
"2121","D","2","Main","Cabot","Gold","Quad"
"2122","C","1","Not Main","Pfoho","Green","Quad"
"2123","D","3","Not Main","Mather","Green","East"
"2124","A","3","Main","Quincy","Green","Central"
"2125","A","2","Main","Eliot","Silver","West"
"2126","E","2","Not Main","Kirkland","Silver","West"
"2127","E","1","Main","Currier","Gold","Quad"
"2128","D","2","Not Main","Leverett","Green","East"
"2129","E","1","Not Main","Currier","Gold","Quad"
"2130","B","2","Not Main","Eliot","Gold","West"
"2131","C","2","Not Main","Winthrop","Green","West"
"2132","D","1","Main","Quincy","Green","Central"
"2133","D","3","Main","Leverett","Green","East"
"2134","D","3","Not Main","Currier","Gold","Quad"
"2135","C","1","Not Main","Adams","Silver","Central"
"2136","A","2","Main","Mather","Gold","East"
"2137","E","3","Main","Winthrop","Silver","West"
"2138","B","1","Not Main","Pfoho","Silver","Quad"
"2139","A","1","Main","Quincy","Green","Central"
"2140","B","2","Main","Currier","Silver","Quad"
"2141","D","3","Not Main","Dunster","Gold","East"
"2142","A","3","Main","Dunster","Green","East"
"2143","B","2","Main","Quincy","Green","Central"
"2144","C","1","Main","Dunster","Green","East"
"2145","D","3","Main","Winthrop","Gold","West"
"2146","E","2","Not Main","Eliot","Gold","West"
"2147","A","2","Not Main","Leverett","Gold","East"
"2148","D","1","Main","Lowell","Green","Central"
"2149","E","2","Not Main","Winthrop","Silver","West"
"2150","A","3","Not Main","Quincy","Green","Central"
"2151","B","1","Main","Eliot","Gold","West"
"2152","B","1","Main","Eliot","Silver","West"
"2153","B","1","Not Main","Quincy","Silver","Central"
"2154","A","1","Not Main","Leverett","Silver","East"
"2155","C","2","Main","Cabot","Silver","Quad"
"2156","C","2","Not Main","Mather","Silver","East"
"2157","B","2","Not Main","Currier","Green","Quad"
"2158","B","2","Not Main","Kirkland","Green","West"
"2159","A","3","Main","Winthrop","Gold","West"
"2160","A","2","Not Main","Currier","Silver","Quad"
"2161","E","3","Main","Quincy","Green","Central"
"2162","D","3","Main","Mather","Silver","East"
"2163","A","1","Main","Quincy","Green","Central"
"2164","C","3","Not Main","Leverett","Green","East"
"2165","C","3","Not Main","Cabot","Green","Quad"
"2166","A","2","Not Main","Winthrop","Gold","West"
"2167","C","2","Main","Currier","Green","Quad"
"2168","A","2","Not Main","Adams","Silver","Central"
"2169","A","3","Main","Lowell","Green","Central"
"2170","D","1","Not Main","Quincy","Green","Central"
"2171","A","1","Not Main","Winthrop","Gold","West"
"2172","B","3","Main","Quincy","Green","Central"
"2173","C","3","Main","Winthrop","Green","West"
"2174","E","3","Not Main","Winthrop","Silver","West"
"2175","E","3","Main","Winthrop","Green","West"
"2176","D","2","Main","Winthrop","Green","West"
"2177","A","1","Main","Mather","Gold","East"
"2178","E","1","Main","Leverett","Silver","East"
"2179","E","3","Main","Quincy","Green","Central"
"2180","E","2","Not Main","Dunster","Silver","East"
"2181","C","1","Main","Winthrop","Green","West"
"2182","B","1","Not Main","Leverett","Silver","East"
"2183","C","1","Not Main","Dunster","Green","East"
"2184","B","3","Not Main","Leverett","Green","East"
"2185","B","1","Main","Leverett","Green","East"
"2186","E","2","Main","Winthrop","Gold","West"
"2187","C","1","Main","Lowell","Gold","Central"
"2188","B","2","Main","Adams","Green","Central"
"2189","A","2","Main","Pfoho","Green","Quad"
"2190","C","3","Not Main","Lowell","Green","Central"
"2191","A","2","Main","Currier","Silver","Quad"
"2192","A","3","Not Main","Currier","Green","Quad"
"2193","E","3","Not Main","Winthrop","Silver","West"
"2194","D","3","Main","Adams","Silver","Central"
"2195","E","3","Not Main","Winthrop","Silver","West"
"2196","C","2","Not Main","Adams","Green","Central"
"2197","A","1","Not Main","Kirkland","Silver","West"
"2198","D","1","Main","Currier","Green","Quad"
"2199","B","1","Main","Dunster","Silver","East"
"2200","E","1","Main","Eliot","Green","West"
"2201","E","1","Not Main","Quincy","Silver","Central"
"2202","C","1","Not Main","Cabot","Silver","Quad"
"2203","A","3","Main","Pfoho","Green","Quad"
"2204","C","1","Main","Quincy","Green","Central"
"2205","C","3","Main","Lowell","Silver","Central"
"2206","A","1","Not Main","Adams","Gold","Central"
"2207","A","2","Main","Cabot","Green","Quad"
"2208","E","1","Not Main","Dunster","Green","East"
"2209","A","2","Main","Eliot","Green","West"
"2210","B","3","Not Main","Quincy","Silver","Central"
"2211","C","2","Main","Dunster","Green","East"
"2212","C","1","Not Main","Leverett","Green","East"
"2213","B","2","Main","Lowell","Green","Central"
"2214","A","3","Not Main","Eliot","Silver","West"
"2215","B","3","Main","Pfoho","Green","Quad"
"2216","D","2","Not Main","Currier","Silver","Quad"
"2217","E","2","Main","Mather","Green","East"
"2218","A","1","Not Main","Adams","Green","Central"
"2219","A","3","Main","Quincy","Silver","Central"
"2220","A","2","Main","Cabot","Gold","Quad"
"2221","D","2","Main","Quincy","Gold","Central"
"2222","B","3","Not Main","Mather","Silver","East"
"2223","C","3","Not Main","Currier","Gold","Quad"
"2224","B","2","Main","Cabot","Silver","Quad"
"2225","E","3","Not Main","Cabot","Gold","Quad"
"2226","D","1","Main","Kirkland","Gold","West"
"2227","E","1","Main","Quincy","Green","Central"
"2228","B","2","Not Main","Kirkland","Green","West"
"2229","A","3","Not Main","Mather","Gold","East"
"2230","D","3","Not Main","Winthrop","Silver","West"
"2231","C","3","Not Main","Eliot","Silver","West"
"2232","A","1","Main","Pfoho","Green","Quad"
"2233","C","1","Main","Dunster","Gold","East"
"2234","C","2","Main","Currier","Green","Quad"
"2235","D","1","Main","Dunster","Silver","East"
"2236","A","3","Not Main","Mather","Green","East"
"2237","E","2","Not Main","Leverett","Green","East"
"2238","A","3","Not Main","Dunster","Green","East"
"2239","A","2","Not Main","Adams","Gold","Central"
"2240","D","1","Not Main","Currier","Green","Quad"
"2241","D","3","Not Main","Dunster","Silver","East"
"2242","C","2","Not Main","Kirkland","Green","West"
"2243","D","3","Main","Cabot","Gold","Quad"
"2244","D","2","Not Main","Currier","Green","Quad"
"2245","E","1","Not Main","Adams","Green","Central"
"2246","C","3","Main","Quincy","Silver","Central"
"2247","B","2","Main","Currier","Gold","Quad"
"2248","A","3","Not Main","Adams","Silver","Central"
"2249","D","2","Not Main","Kirkland","Green","West"
"2250","A","2","Main","Quincy","Gold","Central"
"2251","D","2","Not Main","Eliot","Green","West"
"2252","E","3","Main","Cabot","Gold","Quad"
"2253","B","3","Main","Eliot","Green","West"
"2254","B","3","Main","Adams","Green","Central"
"2255","B","1","Not Main","Quincy","Green","Central"
"2256","B","3","Main","Dunster","Green","East"
"2257","B","3","Main","Quincy","Green","Central"
"2258","A","1","Not Main","Kirkland","Silver","West"
"2259","E","2","Not Main","Winthrop","Gold","West"
"2260","E","3","Not Main","Dunster","Gold","East"
"2261","E","2","Not Main","Currier","Silver","Quad"
"2262","B","2","Main","Adams","Silver","Central"
"2263","D","1","Not Main","Adams","Gold","Central"
"2264","C","1","Not Main","Winthrop","Green","West"
"2265","B","3","Main","Dunster","Green","East"
"2266","D","3","Main","Cabot","Green","Quad"
"2267","D","2","Not Main","Dunster","Green","East"
"2268","A","3","Main","Lowell","Gold","Central"
"2269","D","1","Main","Mather","Silver","East"
"2270","C","2","Not Main","Lowell","Silver","Central"
"2271","E","2","Not Main","Kirkland","Silver","West"
"2272","B","2","Not Main","Leverett","Green","East"
"2273","A","1","Not Main","Quincy","Silver","Central"
"2274","E","1","Not Main","Winthrop","Silver","West"
"2275","E","3","Main","Leverett","Silver","East"
"2276","B","2","Not Main","Mather","Green","East"
"2277","B","1","Not Main","Currier","Silver","Quad"
"2278","B","1","Not Main","Currier","Silver","Quad"
"2279","B","3","Not Main","Cabot","Green","Quad"
"2280","B","2","Main","Currier","Green","Quad"
"2281","A","2","Not Main","Dunster","Green","East"
"2282","E","2","Not Main","Winthrop","Silver","West"
"2283","D","1","Main","Kirkland","Silver","West"
"2284","E","3","Main","Currier","Silver","Quad"
"2285","B","3","Main","Mather","Silver","East"
"2286","D","2","Not Main","Kirkland","Silver","West"
"2287","D","2","Main","Eliot","Gold","West"
"2288","E","1","Not Main","Quincy","Silver","Central"
"2289","E","2","Main","Winthrop","Green","West"
"2290","E","2","Not Main","Dunster","Green","East"
"2291","D","1","Main","Kirkland","Silver","West"
"2292","D","3","Main","Dunster","Green","East"
"2293","A","2","Main","Winthrop","Green","West"
"2294","C","2","Main","Adams","Green","Central"
"2295","B","2","Not Main","Pfoho","Green","Quad"
"2296","A","3","Main","Leverett","Gold","East"
"2297","D","3","Not Main","Leverett","Green","East"
"2298","C","1","Not Main","Dunster","Green","East"
"2299","B","3","Main","Lowell","Silver","Central"
"2300","A","1","Main","Mather","Silver","East"
"2301","B","2","Main","Winthrop","Silver","West"
"2302","C","1","Main","Dunster","Green","East"
"2303","E","2","Main","Cabot","Gold","Quad"
"2304","E","2","Not Main","Pfoho","Green","Quad"
"2305","E","2","Not Main","Eliot","Green","West"
"2306","D","1","Main","Leverett","Green","East"
"2307","A","2","Main","Eliot","Silver","West"
"2308","E","1","Main","Kirkland","Gold","West"
"2309","D","2","Main","Eliot","Green","West"
"2310","B","3","Main","Leverett","Green","East"
"2311","D","3","Main","Pfoho","Gold","Quad"
"2312","E","1","Not Main","Eliot","Green","West"
"2313","C","1","Not Main","Lowell","Gold","Central"
"2314","A","3","Main","Cabot","Green","Quad"
"2315","D","2","Not Main","Adams","Gold","Central"
"2316","A","1","Not Main","Currier","Gold","Quad"
"2317","D","2","Not Main","Cabot","Green","Quad"
"2318","C","3","Not Main","Quincy","Green","Central"
"2319","E","3","Main","Winthrop","Green","West"
"2320","B","3","Not Main","Pfoho","Green","Quad"
"2321","D","3","Not Main","Eliot","Silver","West"
"2322","D","1","Not Main","Leverett","Green","East"
"2323","A","3","Main","Currier","Silver","Quad"
"2324","D","1","Main","Leverett","Green","East"
"2325","C","3","Main","Kirkland","Silver","West"
"2326","D","1","Not Main","Leverett","Green","East"
"2327","E","1","Not Main","Mather","Green","East"
"2328","D","2","Main","Dunster","Green","East"
"2329","B","1","Main","Cabot","Silver","Quad"
"2330","B","2","Main","Adams","Green","Central"
"2331","C","1","Not Main","Currier","Green","Quad"
"2332","A","2","Not Main","Eliot","Silver","West"
"2333","A","2","Main","Mather","Green","East"
"2334","A","3","Not Main","Leverett","Silver","East"
"2335","C","1","Main","Currier","Green","Quad"
"2336","E","1","Main","Lowell","Gold","Central"
"2337","C","3","Not Main","Leverett","Silver","East"
"2338","B","2","Not Main","Adams","Green","Central"
"2339","B","3","Not Main","Pfoho","Green","Quad"
"2340","D","2","Main","Cabot","Silver","Quad"
"2341","A","3","Main","Kirkland","Silver","West"
"2342","C","2","Not Main","Kirkland","Gold","West"
"2343","C","1","Main","Mather","Green","East"
"2344","A","2","Not Main","Dunster","Green","East"
"2345","B","1","Not Main","Leverett","Green","East"
"2346","B","3","Main","Currier","Gold","Quad"
"2347","A","3","Main","Mather","Gold","East"
"2348","B","3","Not Main","Winthrop","Green","West"
"2349","C","1","Main","Dunster","Green","East"
"2350","A","2","Not Main","Adams","Green","Central"
"2351","C","1","Main","Winthrop","Green","West"
"2352","C","1","Not Main","Winthrop","Green","West"
"2353","D","2","Not Main","Currier","Silver","Quad"
"2354","D","2","Main","Dunster","Silver","East"
"2355","A","2","Not Main","Cabot","Green","Quad"
"2356","C","2","Main","Adams","Green","Central"
"2357","B","2","Not Main","Winthrop","Silver","West"
"2358","C","2","Not Main","Winthrop","Green","West"
